Record ID,Company name,Type,Sector,Company Domain Name,Number of Employees,City,Country,Company owner,Create Date,Website URL,Phone Number,Last Activity Date,Country/Region,Industry,Lifecycle Stage,Street Address
179000000000.0,Beckwith Design,,,beckwithdesign.co.uk,5,,,James,24/06/2025 10:47,https://beckwithdesign.co.uk,01274 728683,,,,Lead,"The Studio, 53 Leeds Road, Bradford, West Yorkshire, BD1 5AF"
179000000000.0,HPA Architecture Ltd,,,hpa-architecture.com,11,,,James Garrett,24/06/2025 10:47,https://hpa-architecture.com,,,,,Lead,
179000000000.0,MGA Architecture (Michael Gilmour Associates),,,mga-architecture.co.uk,11,,,James Garrett,24/06/2025 10:47,https://mga-architecture.co.uk,,,,,Lead,
179000000000.0,Quantarc Ltd,other,n/a,quantarc.co.uk,11,,,no owner,24/06/2025 10:47,https://quantarc.co.uk,,,,,other,
179000000000.0,Trower Davies Ltd.,,,trowerdavies.co.uk,11,,,James Garrett,24/06/2025 10:47,https://trowerdavies.co.uk/home,020 7403 5800,,,,Lead,"25 Lavington Street, London, SE1 0NZ"
179000000000.0,Building Design Northern,,,bdnltd.com,29,,,Ellinor,24/06/2025 10:45,https://bdnltd.com,0191 535 6189,,,,Lead,"The Old School, Simpson Street, Sunderland, SR4 6DR"
179000000000.0,Pelham,,,pelham.co.uk,18,,,Ellinor,24/06/2025 10:45,https://pelham.co.uk,0115 773 6904,,,,Lead,"Clifton Place, 9 Fairham Brook Drive, Clifton, Nottingham, NG11 8PY"
179000000000.0,IDP ARCHITECTS LLP,other,n/a,idparchitects.co.uk,3,,,no owner,24/06/2025 10:45,https://idparchitects.co.uk,,,,,other,
179000000000.0,"Russen & Turner - Architectural Designers, Estate Agents and Chartered Surveyors",,,russenandturner.co.uk,20,,,Ellinor,24/06/2025 10:45,https://russenandturner.co.uk,01553 768256,,,,Lead,"17 High Street, Kings Lynn, Norfolk, PE30 1BP, United Kingdom"
179000000000.0,Gravis Planning,,,gravisplanning.com,9,,,James,24/06/2025 10:45,https://gravisplanning.com,+44 28 9042 5222,,,,Lead,"1 Pavilions Office Park, Kinnegar Drive, Holywood, BT18 9JQ"
179000000000.0,Brindley,,,brindleyassociates.co.uk,11,,,James Garrett,24/06/2025 10:45,https://brindleyassociates.co.uk,,,,,Lead,
179000000000.0,AAP Architecture Ltd,other,n/a,aap-arc.co.uk,11,,,no owner,24/06/2025 10:45,https://aap-arc.co.uk,,,,,other,
179000000000.0,FRAMED ESTATES Architects,,,framedestates.com,11,,,James Garrett,24/06/2025 10:45,https://framedestates.com,0141 406 8077,,,,Lead,"Studio 5001, Mile End Mill, 12 Seedhill Road, Paisley PA1 1JS"
179000000000.0,TVAS (Ireland) Ltd.,,,tvasireland.ie,11,,,James Garrett,24/06/2025 10:45,https://tvasireland.ie,+353 (0)65 6890990,,,,Lead,"Ahish, Ballinruan, Crusheen, Co. Clare, V95 W974"
179000000000.0,P2 DESIGN LIMITED,,,p2design.co.uk,11,,,James Garrett,24/06/2025 10:45,https://p2design.co.uk,020 7736 4556,,,,Lead,"The Studio, 2 Salcott Road, Croydon, London, CR0 4PR"
179000000000.0,DCa architects - David Coles architects,,,colesarchitects.co.uk,11,,,James Garrett,24/06/2025 10:45,https://colesarchitects.co.uk,,,,,Lead,
179000000000.0,CD Architects Ltd,,,cd-architects.co.uk,11,,,James Garrett,24/06/2025 10:45,https://cd-architects.co.uk,,,,,Lead,
179000000000.0,SBS Shopfitters Limited,other,n/a,sbs-shopfitters.co.uk,3,,,no owner,24/06/2025 10:45,https://sbs-shopfitters.co.uk,,,,,other,
179000000000.0,Michael Aubrey Structural Engineers,,,mapl.co.uk,5,,,James,24/06/2025 10:45,https://mapl.co.uk,0118 962 9666,,,,Lead,"6 Ivanhoe Road, Hogwood Industrial Estate, Finchampstead, Wokingham, RG40 4QQ"
179000000000.0,Mei Loci Landscape Architects | B Corp,other,n/a,meiloci.co.uk,11,,,no owner,24/06/2025 10:45,https://meiloci.co.uk,,,,,other,
179000000000.0,Archiform London Ltd.,,,archiform-london.co.uk,6,,,James,24/06/2025 10:45,https://archiform-london.co.uk,+4420 7371 9354,,,,Lead,
179000000000.0,Rame Architects Ltd,,,ramearchitects.com,11,,,James Garrett,24/06/2025 10:45,https://ramearchitects.com,,,,,Lead,
179000000000.0,Foster Wilson Size,other,n/a,fosterwilsonsize.com,11,,,no owner,24/06/2025 10:45,https://fosterwilsonsize.com,,,,,other,
179000000000.0,Morgan Architects Ltd,,,jmorganarchitects.com,11,,,James Garrett,24/06/2025 10:45,https://jmorganarchitects.com,,,,,Lead,
179000000000.0,ASCAPE,other,n/a,ascape.co.uk,4,,,no owner,24/06/2025 10:45,https://ascape.co.uk,,,,,other,
179000000000.0,Harris Irwin Architects,,,harrisirwin.com,29,,,Ellinor,24/06/2025 10:45,https://harrisirwin.com,01748 825675,,,,Lead,"9 Aske Stables, Richmond, North Yorkshire, DL10 5HG"
179000000000.0,Oppermann Associates,,,oppermann.ie,23,,,Ellinor,24/06/2025 10:45,https://oppermann.ie,+353 1 889 9800,,,,Lead,"D1, THE STEELWORKS, FOLEY STREET, DUBLIN 1 (D01 R8P3)"
179000000000.0,Kennedy FitzGerald Architects LLP,,,kennedyfitzgerald.com,28,,,Ellinor,24/06/2025 10:45,https://kennedyfitzgerald.com,+44 (0)28 9066 1632,,,,Lead,Dill House Studio Castlereagh Business Park 478 Castlereagh Road Belfast BT5 6BQ
179000000000.0,Pearce Bottomley Architects,,,pbarchitects.co.uk,11,,,James Garrett,24/06/2025 10:45,https://pbarchitects.co.uk,,,,,Lead,
179000000000.0,Tasou Associates,,,tasou.co.uk,11,,,James Garrett,24/06/2025 10:45,https://tasou.co.uk,020 7713 7070,,,,Lead,"4 Amwell Street, London EC1R 1UQ"
179000000000.0,eml architects,,,eml.ie,18,,,Ellinor,24/06/2025 10:45,https://eml.ie,"(061) 312 249
(01) 670 7677",,,,Lead,"20 Cruises Street, Limerick, V94 R6P9
37 Fitzwilliam Place, Dublin 2, D02 YT52"
179000000000.0,LRM Planning,,,lrmplanning.com,11,,,James Garrett,24/06/2025 10:45,https://lrmplanning.com,,,,,Lead,
179000000000.0,Coltart Earley Architecture,,,cearchitecture.com,11,,,James Garrett,24/06/2025 10:45,https://cearchitecture.com,0141 353 7488,,,,Lead,"559 Sauchiehall Street, Charing Cross, Glasgow, G3 7PQ"
179000000000.0,TDC Architects Ltd,,,tdc-arch.design,15,,,James,24/06/2025 10:45,https://tdc-arch.design,01904 848440,,,,Lead,"2nd Floor, 13 Museum Street, YORK, YO1 7DT, United Kingdom"
179000000000.0,gcp Chartered Architects,,,gcparch.co.uk,29,,,Ellinor,24/06/2025 10:45,https://gcparch.co.uk,0117 9676286,,,,Lead,"Suite 10, Corum 2, Corum Office Park, Warmley, Bristol, BS30 8FJ, United Kingdom"
179000000000.0,RSK Acoustics,other,n/a,rskgroup.com,11,,,no owner,24/06/2025 10:45,https://rskgroup.com,,,,,other,
179000000000.0,Rockhunter,,,rockhunter.co.uk,11,,,James Garrett,24/06/2025 10:45,https://rockhunter.co.uk,,,,,Lead,
179000000000.0,Doone Silver Kerr,other,n/a,doonesilverkerr.com,11,,,no owner,24/06/2025 10:45,https://doonesilverkerr.com,,,,,other,
178000000000.0,TFF Architects Ltd,,,tffa.co.uk,11,,,James Garrett,24/06/2025 10:43,https://tffa.co.uk,,,,,Lead,
178000000000.0,dn-a architecture,,,mydn-a.com,11,,,James Garrett,24/06/2025 10:43,https://mydn-a.com,,,,,Lead,
178000000000.0,HORSLEY HUBER ARCHITECTS LIMITED,,,hhastudio.com,11,,,James,24/06/2025 10:43,https://hhastudio.com,01785 251238,,,,Lead,"Castleberg Studio 134 Newport Road, Stafford, ST16 2HB"
178000000000.0,DS2,other,n/a,ds2.co.uk,11,,,no owner,24/06/2025 10:43,https://ds2.co.uk,,,,,other,
178000000000.0,Childs Sulzmann Architects,other,n/a,cs-architects.co.uk,4,,,no owner,24/06/2025 10:43,https://cs-architects.co.uk,,,,,other,
178000000000.0,Rodney Melville + Partners,,,rmpuk.com,11,,,James Garrett,24/06/2025 10:43,https://rmpuk.com,,,,,Lead,
178000000000.0,Smith Simmons & Partners,,,ss-p.co.uk,10,,,James,24/06/2025 10:43,https://ss-p.co.uk,01243 850 411,,,,Lead,"32 North Street, Chichester, PO19 1LX"
178000000000.0,Blackmoon Lighting Ltd,,,blackmoonlighting.com,8,,,James,24/06/2025 10:43,https://blackmoonlighting.com,0131 448 0305,,,,Lead,"New Eclipse House, Unit 8 Dryden Pl, Loanhead, Edinburgh EH20 9HP"
178000000000.0,WS Planning & Architecture,,,wspa.co.uk,27,,,Ellinor,24/06/2025 10:43,https://wspa.co.uk,01737 225 711,,,,Lead,"5 Pool House, Bancroft Road, Reigate, Surrey, RH2 7RP"
178000000000.0,Architon LLP,other,n/a,architon.com,11,,,no owner,24/06/2025 10:43,https://architon.com,,,,,other,
178000000000.0,D2 Planning,other,n/a,d2planning.co.uk,11,,,no owner,24/06/2025 10:43,https://d2planning.co.uk,,,,,other,
178000000000.0,Robert Doughty Consultancy Limited,,,rdc-landplan.co.uk,14,,,James,24/06/2025 10:43,https://rdc-landplan.co.uk,01529 421646,,,,Lead,"32 High Street, Helpringham, Sleaford, Lincolnshire NG34 0RA"
178000000000.0,Manning Elliott Partnership,other,n/a,manning-elliott.co.uk,11,,,no owner,24/06/2025 10:43,https://manning-elliott.co.uk,,,,,other,
178000000000.0,ENJOY DESIGN LTD,other,n/a,enjoy-design.co.uk,11,,,no owner,24/06/2025 10:43,https://enjoy-design.co.uk,,,,,other,
178000000000.0,Ben Cunliffe Architects,other,n/a,bencunliffe.co.uk,11,,,no owner,24/06/2025 10:43,https://bencunliffe.co.uk,,,,,other,
178000000000.0,WH Architects Ltd,other,n/a,wharchitects.co.uk,11,,,no owner,24/06/2025 10:43,https://wharchitects.co.uk,,,,,other,
178000000000.0,MICHAEL DRAIN ARCHITECTS LIMITED,other,n/a,michaeldrain.com,2,,,no owner,24/06/2025 10:43,https://michaeldrain.com,,,,,other,
178000000000.0,Frampton Town Planning Ltd,,,framptons-planning.com,8,,,James,24/06/2025 10:43,https://framptons-planning.com,01295 672 310,,,,Lead,
178000000000.0,Wellwood Leslie Architects,,,wellwoodleslie.com,24,,,Ellinor,24/06/2025 10:43,https://wellwoodleslie.com,+44 (0)1382 778 829,,,,Lead,"Fort House, 63 Fort Street, Broughty Ferry, Dundee, DD5 2AB"
178000000000.0,Ashby Design,,,ashbydesign.co.uk,11,,,James Garrett,24/06/2025 10:43,https://ashbydesign.co.uk,01707 270077,,,,Lead,"13 Arm and Sword Lane, Old Hatfield, Hertfordshire, AL9 5EH"
178000000000.0,COLIN ARMSTRONG ARCHITECTS LTD,,,colinarmstrong.com,11,,,James,24/06/2025 10:43,https://colinarmstrong.com,01463 712288,,,,Lead,"Lyle House, Fairways Business Park, Inverness, IV2 6AA"
178000000000.0,Alchemy Architects Ltd,other,n/a,alchemyarchitectsltd.com,1,,,no owner,24/06/2025 10:43,https://alchemyarchitectsltd.com,,,,,other,
178000000000.0,Sharps Redmore Acoustic Consultants,other,n/a,sharpsredmore.co.uk,11,,,no owner,24/06/2025 10:43,https://sharpsredmore.co.uk,,,,,other,
178000000000.0,Geddes Architects,,,geddesarchitects.com,11,,,James Garrett,24/06/2025 10:43,https://geddesarchitects.com,,,,,Lead,"Studio 3.31, Canterbury Court, Kennington Park, 1-3 Brixton Road, London, SW9 6DE, UK"
178000000000.0,The Livemore Partnership,,,livemore.co.uk,21,,,Ellinor,24/06/2025 10:43,https://livemore.co.uk,+44 (0) 1702 714 977,,,,Lead,"Cobat House, 1446-1448 London Road, Leigh-on-Sea SS9 2UW"
178000000000.0,GD Lodge Architects LLP,,,gdlodge.co.uk,9,,,James,24/06/2025 10:43,https://gdlodge.co.uk,0141 332 6804,,,,Lead,"Crown House, 152 West Regent Street, Glasgow G2 2RQ"
178000000000.0,The Kalyvides Partnership,other,n/a,kalyvidespartnership.co.uk,11,,,no owner,24/06/2025 10:43,https://kalyvidespartnership.co.uk,,,,,other,
178000000000.0,Groves-Raines Architects Studios,,,gras.co,11,,,James Garrett,24/06/2025 10:43,https://gras.co,,,,,Lead,
178000000000.0,Small Building Services,,,smallbuildingservices.com,11,,,James Garrett,24/06/2025 10:43,https://smallbuildingservices.com,,,,,Lead,
178000000000.0,INTBAU,,,intbau.org,26,,,Ellinor,24/06/2025 10:43,https://intbau.org,+44 (0)20 7613 8578,,,,Lead,"19-22 Charlotte Road, London, EC2A 3SG, UK"
178000000000.0,ARCEN,,,wearearcen.com,11,,,James Garrett,24/06/2025 10:43,https://wearearcen.com,,,,,Lead,
178000000000.0,Pac Studio,other,n/a,pacstudio.ie,11,,,no owner,24/06/2025 10:43,https://pacstudio.ie,,,,,other,
178000000000.0,Miakoda Designs Ltd,other,n/a,miakodadesigns.co.uk,11,,,no owner,24/06/2025 10:41,https://miakodadesigns.co.uk,,,,,other,
178000000000.0,DV Architects,,,dv-architects.co.uk,11,,,James Garrett,24/06/2025 10:41,https://dv-architects.co.uk,,,,,Lead,
178000000000.0,Philip Dunbavin Acoustics Ltd,,,pdaltd.com,14,,,James,24/06/2025 10:41,https://pdaltd.com,01925 759380,,,,Lead,"3 Bridgewater Court, Barsbank Lane, Lymm, Cheshire, WA13 0ER"
178000000000.0,Wyatt Maclaren Llp,,,wyattmaclaren.com,11,,,James Garrett,24/06/2025 10:41,https://wyattmaclaren.com,,,,,Lead,
178000000000.0,Chadwick International,other,n/a,chadwick-international.com,11,,,no owner,24/06/2025 10:41,https://chadwick-international.com,,,,,other,
178000000000.0,The Hampstead Garden Suburb Trust,,,hgstrust.org,11,,,James Garrett,24/06/2025 10:41,https://hgstrust.org,020 8455 1066,,,,Lead,"Hampstead Garden Suburb Trust 862 Finchley Road, London NW11 6AB"
178000000000.0,Simply Planning Limited,,,simply-planning.com,9,,,James,24/06/2025 10:41,https://simply-planning.com,020 7935 5880,,,,Lead,"8/9 Stephen Mews, Gresse Street, London, W1T 1AF"
178000000000.0,Open City,,,open-city.org.uk,9,,,James,24/06/2025 10:41,https://open-city.org.uk,,,,,Lead,
178000000000.0,NJSR Chartered Architects LLP,,,njsr.co.uk,11,,,James Garrett,24/06/2025 10:41,https://njsr.co.uk,,,,,Lead,
178000000000.0,FarrimondMacManus Limited,,,farrimondmacmanus.co.uk,11,,,James Garrett,24/06/2025 10:41,https://farrimondmacmanus.co.uk,028 90 387022,,,,Lead,"City East, Business Centre, 68-72 Newtownards Rd, Belfast BT4 1GW"
178000000000.0,Scottish Historic Buildings Trust,other,n/a,shbt.org.uk,11,,,no owner,24/06/2025 10:41,https://shbt.org.uk,,,,,other,
178000000000.0,Cameo and Partners,other,n/a,cameoandpartners.com,11,,,no owner,24/06/2025 10:41,https://cameoandpartners.com,,,,,other,
178000000000.0,Macro Works,,,macroworks.ie,11,,,James Garrett,24/06/2025 10:41,https://macroworks.ie,,,,,Lead,
178000000000.0,Brown & Brown Architects,,,brownandbrown.studio,11,,,James,24/06/2025 10:41,https://brownandbrown.studio,01339 352 800,,,,Lead,"South Wing, Aboyne Castle Centre, Aboyne, AB34 5JP"
178000000000.0,Bunni Studio,,,bunnistudio.com,11,,,James Garrett,24/06/2025 10:41,https://bunnistudio.com,,,,,Lead,
178000000000.0,LIONEL GREGORY LIMITED,,,lionelgregory.co.uk,11,,,James Garrett,24/06/2025 10:41,https://lionelgregory.co.uk,01202 723 157,,,,Lead,"Unit J1, Fulcrum Business Park, Vantage Way, Poole, Dorset.BH12 4NU"
178000000000.0,Sts Structural Engineering Ltd,,,sts-se.co.uk,11,,,James Garrett,24/06/2025 10:41,https://sts-se.co.uk,,,,,Lead,
178000000000.0,Mason Gillibrand Architects,,,masongillibrand.com,11,,,James Garrett,24/06/2025 10:41,https://masongillibrand.com,,,,,Lead,
178000000000.0,Architects-Group…Sadler Brown®…Design_North®,,,architects-group.com,21,,,Ellinor,24/06/2025 10:41,https://architects-group.com,+44 (0) 191 265 7080,,,,Lead,"4 AirView Park, Woolsington, Newcastle upon Tyne, NE13 8BR"
178000000000.0,Michael Jones Architects Ltd,,,mjarchitects.co.uk,17,,,Ellinor,24/06/2025 10:41,https://mjarchitects.co.uk,020 8948 1863,,,,Lead,"129 Kew Road, Richmond, Surrey, TW9 2PN"
178000000000.0,Haydon Finch Ltd,,,haydonfinch.co.uk,11,,,James Garrett,24/06/2025 10:41,https://haydonfinch.co.uk,,,,,Lead,
178000000000.0,ATA design,,,atadesign.co.uk,11,,,James Garrett,24/06/2025 10:41,https://atadesign.co.uk,,,,,Lead,
178000000000.0,Jones Lambell Ellis Studio,,,jlestudio.co.uk,10,,,James,24/06/2025 10:41,https://jlestudio.co.uk,(020)7801 0822,,,,Lead,"Studio 2, One Eastfields Avenue, London, SW18 1FQ"
178000000000.0,Barron Edwards Sterling,other,n/a,barronedwards.co.uk,11,,,no owner,24/06/2025 10:41,https://barronedwards.co.uk,,,,,other,
178000000000.0,Studiorogers Architects,,,studiorogers.com,10,,,James,24/06/2025 10:41,https://studiorogers.com,+44 28 7032 9090,,,,Lead,"1 Mountsandel Road, Coleraine, Northern Ireland, BT52 1JB"
178000000000.0,Manalo & White,,,manaloandwhite.co.uk,11,,,James Garrett,24/06/2025 10:41,https://manaloandwhite.co.uk,,,,,Lead,
178000000000.0,JANE DUNCAN ARCHITECTS LIMITED,,,janeduncanarchitects.co.uk,11,,,James Garrett,24/06/2025 10:41,https://janeduncanarchitects.co.uk,,,,,Lead,
178000000000.0,21SPACES,,,21spaces.com,11,,,James Garrett,24/06/2025 10:41,https://21spaces.com,+353 1 552 3636,,,,Lead,"63 The Strand, 149 North Strand, Dublin 3, Ireland"
178000000000.0,JOHN POTTER ARCHITECT LIMITED,,,johnpotterarchitect.com,11,,,James Garrett,24/06/2025 10:41,https://johnpotterarchitect.com,,,,,Lead,
178000000000.0,John Brown Architecture Limited,,,jbarch.co.uk,11,,,James Garrett,24/06/2025 10:41,https://jbarch.co.uk,,,,,Lead,
178000000000.0,Lee Boyd Architects and Designers,other,n/a,leeboyd.com,11,,,no owner,24/06/2025 10:41,https://leeboyd.com,,,,,other,
178000000000.0,Re-Format,,,re-format.co.uk,26,,,Ellinor,24/06/2025 10:41,https://re-format.co.uk,+44 (0)1730 778778,,,,Lead,"1 Buckmore Studios, Buckmore Lane, Petersfield, Hampshire, GU32 3FX"
179000000000.0,PWP Architects,other,n/a,pwp-architects.com,11,,,no owner,24/06/2025 10:39,https://pwp-architects.com,,,,,other,
179000000000.0,CS Pringle,other,n/a,cspringle.com,11,,,no owner,24/06/2025 10:39,https://cspringle.com,,,,,other,
179000000000.0,MJP Architects,other,n/a,mjparchitects.co.uk,11,,,no owner,24/06/2025 10:39,https://mjparchitects.co.uk,,,,,other,
179000000000.0,Julian Cowie Architects Limited,,,jc-architects.co.uk,11,,,James Garrett,24/06/2025 10:39,https://jc-architects.co.uk,,,,,Lead,
179000000000.0,Inverse Lighting Design Ltd.,,,inverselighting.co.uk,15,,,James,24/06/2025 10:39,https://inverselighting.co.uk,+44(0)207 708 2749,,,,Lead,"2A Peacockyard, Iliffe Street, SE17 3LH, London"
179000000000.0,Randell Design Group,other,n/a,randelldesigngroup.com,11,,,no owner,24/06/2025 10:39,https://randelldesigngroup.com,,,,,other,
179000000000.0,TACP Architects Ltd,,,tacparchitects.co.uk,19,,,Ellinor,24/06/2025 10:39,https://tacparchitects.co.uk,01978 291161,,,,Lead,"Pembroke House, Ellice Way Wrexham Technology Park, Wrexham LL13 7YT"
179000000000.0,BURR DESIGN ASSOCIATES LIMITED,,,burrdesign.co.uk,11,,,James Garrett,24/06/2025 10:39,https://burrdesign.co.uk,,,,,Lead,
179000000000.0,John Coward Architects,,,johncowardarchitects.co.uk,11,,,James Garrett,24/06/2025 10:39,https://johncowardarchitects.co.uk,,,,,Lead,
179000000000.0,Smith + Kennedy Architects,,,smithkennedy.ie,11,,,James Garrett,24/06/2025 10:39,https://smithkennedy.ie,,,,,Lead,
179000000000.0,Fullbrook Nursery,other,n/a,fullbrookplants.co.uk,11,,,no owner,24/06/2025 10:39,https://fullbrookplants.co.uk,,,,,other,
179000000000.0,DLA Town Planning Ltd,,,dlatownplanning.com,11,,,James Garrett,24/06/2025 10:39,https://dlatownplanning.com,,,,,Lead,
179000000000.0,frontload,,,frontload.co.uk,11,,,James Garrett,24/06/2025 10:39,https://frontload.co.uk,,,,,Lead,
179000000000.0,CSK Architects,,,cskarchitects.co.uk,10,,,James,24/06/2025 10:39,https://cskarchitects.co.uk,01753 840519,,,,Lead,"93A High Street, Eton, Berkshire SL4 6AF, United Kingdom"
179000000000.0,Kampus International Ltd,,,thekampus.co.uk,11,,,James Garrett,24/06/2025 10:39,https://thekampus.co.uk,,,,,Lead,
179000000000.0,apt. Design Ltd,other,n/a,apt-design.co.uk,2,,,no owner,24/06/2025 10:39,https://apt-design.co.uk,,,,,other,
179000000000.0,Wyvern Partnership LLP,,,wyvernpartnership.co.uk,25,,,Ellinor,24/06/2025 10:39,https://wyvernpartnership.co.uk,01380 723532,,,,Lead,"10 Long Street, Devizes, England, GB"
179000000000.0,RG Partnership Ltd,,,rgp.uk.com,31,,,Ellinor,24/06/2025 10:39,https://rgp.uk.com,0161 797 6000,,,,Lead,"105 Manchester Road, Bury, Lancashire, BL9 0TD"
179000000000.0,BDS Architecture & Interior Design,other,n/a,bds-architecture.com,11,,,no owner,24/06/2025 10:39,https://bds-architecture.com,,,,,other,
179000000000.0,BBA Architects Ltd,,,bba-architects.co.uk,9,,,James,24/06/2025 10:39,https://bba-architects.co.uk,01225 460427,,,,Lead,"The Studio, Darlington Wharf, Darlington Road, Bath, BA2 6NL"
179000000000.0,AMBS Architects,,,ambsarchitects.com,11,,,James Garrett,24/06/2025 10:39,https://ambsarchitects.com,,,,,Lead,
179000000000.0,Simon Conder Associates Limited,other,n/a,simonconder.co.uk,11,,,no owner,24/06/2025 10:39,https://simonconder.co.uk,,,,,other,
179000000000.0,Skyline CG,other,n/a,skylinecg.com,11,,,no owner,24/06/2025 10:39,https://skylinecg.com,,,,,other,
179000000000.0,PWLC Projects,other,n/a,pwlcprojects.co.uk,11,,,no owner,24/06/2025 10:39,https://pwlcprojects.co.uk,,,,,other,
